"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","clumpCenter","Experiment"
36500,4,4272670,4274746,"area.over.water_wet_16_fisherPclump",2.2732787045746e-07,6.64334731639172,"area.over.water",16,"wet",4273708,"IB005toIB008"
36751,4,3452617,3510543,"area.over.water_wet_16_fisherPclump",9.83093315039493e-09,8.00740525705769,"area.over.water",16,"wet",3481580,"IB005toIB008"
36910,4,3629127,3825620,"area.over.water_wet_16_fisherPclump",5.36712768084635e-08,7.2702580729769,"area.over.water",16,"wet",3727374,"IB005toIB008"
36957,4,3826248,3826694,"area.over.water_wet_16_fisherPclump",1.00884955436846e-07,6.99617359350455,"area.over.water",16,"wet",3826471,"IB005toIB008"
37705,4,3459284,3540894,"area.over.water_wet_16_fisherPclump",1.64800411172875e-07,6.78304170908376,"area.over.water",16,"wet",3500089,"IB005toIB008"
40521,4,3441302,3458861,"area.over.water_wet_16_fisherPclump",1.18363861176127e-08,7.92678087605505,"area.over.water",16,"wet",3450082,"IB005toIB008"
41456,4,3514956,3514956,"area.over.water_wet_16_fisherPclump",1.67174725826362e-07,6.77682938038884,"area.over.water",16,"wet",3514956,"IB005toIB008"
44690,5,43375801,43708365,"area.over.water_wet_16_fisherPclump",4.19606343807673e-08,7.37715795455894,"area.over.water",16,"wet",43542083,"IB005toIB008"
54503,6,6620869,6664854,"area.over.water_wet_16_fisherPclump",1.95831447048218e-07,6.7081175669614,"area.over.water",16,"wet",6642862,"IB005toIB008"
66468,7,33384488,33458577,"area.over.water_wet_16_fisherPclump",3.14404645379303e-08,7.50251104581427,"area.over.water",16,"wet",33421532,"IB005toIB008"
66539,7,31138563,31164709,"area.over.water_wet_16_fisherPclump",1.25828567858557e-07,6.90022074637239,"area.over.water",16,"wet",31151636,"IB005toIB008"
68550,7,14475814,14475814,"area.over.water_wet_16_fisherPclump",5.79870804180586e-08,7.23666875692252,"area.over.water",16,"wet",14475814,"IB005toIB008"
104,1,36275898,36417324,"area.over.water_dry_17_fisherPclump",5.96011744296483e-06,5.22474518248644,"area.over.water",17,"dry",36346611,"IB005toIB008"
175,1,36243305,36448302,"area.over.water_dry_17_fisherPclump",2.2105913957276e-06,5.65549152471214,"area.over.water",17,"dry",36345804,"IB005toIB008"
277,1,5556254,5862207,"area.over.water_dry_17_fisherPclump",4.51574755532808e-07,6.34527034451333,"area.over.water",17,"dry",5709230,"IB005toIB008"
312,1,36241691,36448327,"area.over.water_dry_17_fisherPclump",7.42441580116927e-07,6.12933771363501,"area.over.water",17,"dry",36345009,"IB005toIB008"
570,1,36254718,36438995,"area.over.water_dry_17_fisherPclump",5.17944197864245e-06,5.28571702763909,"area.over.water",17,"dry",36346856,"IB005toIB008"
580,1,36190139,36215531,"area.over.water_dry_17_fisherPclump",1.6727708396368e-06,5.77656355090727,"area.over.water",17,"dry",36202835,"IB005toIB008"
588,1,36114261,36452985,"area.over.water_dry_17_fisherPclump",6.49283920604972e-08,7.1875653522158,"area.over.water",17,"dry",36283623,"IB005toIB008"
719,1,36101595,36453649,"area.over.water_dry_17_fisherPclump",4.45561520534819e-07,6.35109232263906,"area.over.water",17,"dry",36277622,"IB005toIB008"
881,1,36435924,36443486,"area.over.water_dry_17_fisherPclump",6.41417587119019e-07,6.19285913626285,"area.over.water",17,"dry",36439705,"IB005toIB008"
1176,1,36199870,36211308,"area.over.water_dry_17_fisherPclump",2.13676420756828e-06,5.67024339968987,"area.over.water",17,"dry",36205589,"IB005toIB008"
1375,1,36110014,36423661,"area.over.water_dry_17_fisherPclump",1.12191074153742e-07,6.95004169388178,"area.over.water",17,"dry",36266838,"IB005toIB008"
1713,1,36201238,36201238,"area.over.water_dry_17_fisherPclump",5.7932099729217e-06,5.23708073036014,"area.over.water",17,"dry",36201238,"IB005toIB008"
1853,1,36290327,36454592,"area.over.water_dry_17_fisherPclump",2.66786781968654e-06,5.57383569147318,"area.over.water",17,"dry",36372460,"IB005toIB008"
1941,1,36199555,36199555,"area.over.water_dry_17_fisherPclump",1.07783982804238e-07,6.96744577251263,"area.over.water",17,"dry",36199555,"IB005toIB008"
2097,1,36105131,36108753,"area.over.water_dry_17_fisherPclump",4.73526144686973e-06,5.32465603740026,"area.over.water",17,"dry",36106942,"IB005toIB008"
2953,1,36201031,36201031,"area.over.water_dry_17_fisherPclump",2.64463236701058e-06,5.57763469114315,"area.over.water",17,"dry",36201031,"IB005toIB008"
5803,1,14197477,14368970,"area.over.water_dry_17_fisherPclump",9.56568023515596e-06,5.0192841409665,"area.over.water",17,"dry",14283224,"IB005toIB008"
12868,2,3992421,3992444,"area.over.water_dry_17_fisherPclump",7.72764983023208e-08,7.1119525657131,"area.over.water",17,"dry",3992432,"IB005toIB008"
35822,4,21935550,21935550,"area.over.water_dry_17_fisherPclump",6.9692928060147e-06,5.15681128876392,"area.over.water",17,"dry",21935550,"IB005toIB008"
44690,5,43375801,43708365,"area.over.water_dry_17_fisherPclump",2.08294218803483e-06,5.68132278370846,"area.over.water",17,"dry",43542083,"IB005toIB008"
45449,5,28255893,28258189,"area.over.water_dry_17_fisherPclump",2.25252988687636e-06,5.64732943803175,"area.over.water",17,"dry",28257041,"IB005toIB008"
49916,5,17782893,18239227,"area.over.water_dry_17_fisherPclump",7.69821170854776e-07,6.11361014954309,"area.over.water",17,"dry",18011060,"IB005toIB008"
58682,6,25412314,25512732,"area.over.water_dry_17_fisherPclump",5.38852626358806e-07,6.26852999605758,"area.over.water",17,"dry",25462523,"IB005toIB008"
62907,6,36181861,36181861,"area.over.water_dry_17_fisherPclump",1.56769801245156e-06,5.80473759226192,"area.over.water",17,"dry",36181861,"IB005toIB008"
67074,7,13974541,13990998,"area.over.water_dry_17_fisherPclump",7.95097103276708e-06,5.09957982877498,"area.over.water",17,"dry",13982770,"IB005toIB008"
67800,7,34059192,34061912,"area.over.water_dry_17_fisherPclump",9.13859183283018e-06,5.03912071962138,"area.over.water",17,"dry",34060552,"IB005toIB008"
68550,7,14475814,14475814,"area.over.water_dry_17_fisherPclump",2.05688015621721e-06,5.68679101166444,"area.over.water",17,"dry",14475814,"IB005toIB008"
70626,7,19200893,19256504,"area.over.water_dry_17_fisherPclump",3.09382953583661e-06,5.50950361878306,"area.over.water",17,"dry",19228698,"IB005toIB008"
73585,8,37371403,37521730,"area.over.water_dry_17_fisherPclump",7.33439143571197e-07,6.13463591550532,"area.over.water",17,"dry",37446566,"IB005toIB008"
73664,8,12587988,13073565,"area.over.water_dry_17_fisherPclump",4.55998385917666e-07,6.34103669459059,"area.over.water",17,"dry",12830776,"IB005toIB008"
73929,8,12927981,13134849,"area.over.water_dry_17_fisherPclump",5.43185735733348e-06,5.26505164331819,"area.over.water",17,"dry",13031415,"IB005toIB008"
75505,8,12792591,12858512,"area.over.water_dry_17_fisherPclump",9.59019900827439e-06,5.01817238059798,"area.over.water",17,"dry",12825552,"IB005toIB008"
79209,8,10154543,10154543,"area.over.water_dry_17_fisherPclump",1.7292338918815e-06,5.76214626116009,"area.over.water",17,"dry",10154543,"IB005toIB008"
87901,9,14827392,15027169,"area.over.water_dry_17_fisherPclump",7.29442189982297e-06,5.13700912127092,"area.over.water",17,"dry",14927280,"IB005toIB008"
88006,9,54372202,54389687,"area.over.water_dry_17_fisherPclump",3.19732681055228e-07,6.49521297062054,"area.over.water",17,"dry",54380944,"IB005toIB008"
88099,9,54380413,54388091,"area.over.water_dry_17_fisherPclump",9.13791734919559e-07,6.03915277437734,"area.over.water",17,"dry",54384252,"IB005toIB008"
88426,9,54349196,54389815,"area.over.water_dry_17_fisherPclump",2.61639918022955e-06,5.58229599561324,"area.over.water",17,"dry",54369506,"IB005toIB008"
88921,9,54383150,54387627,"area.over.water_dry_17_fisherPclump",4.34159627829908e-06,5.36235056371411,"area.over.water",17,"dry",54385388,"IB005toIB008"
89087,9,54350008,54388704,"area.over.water_dry_17_fisherPclump",1.89766487451461e-06,5.72178048105502,"area.over.water",17,"dry",54369356,"IB005toIB008"
90284,9,54367155,54382446,"area.over.water_dry_17_fisherPclump",5.06250416284843e-07,6.29563460666096,"area.over.water",17,"dry",54374800,"IB005toIB008"
90616,9,54350395,54381969,"area.over.water_dry_17_fisherPclump",8.48934276178292e-07,6.07112593119065,"area.over.water",17,"dry",54366182,"IB005toIB008"
91191,9,54816815,54842327,"area.over.water_dry_17_fisherPclump",2.80934972976397e-06,5.55139419306887,"area.over.water",17,"dry",54829571,"IB005toIB008"
93440,9,54829408,54829408,"area.over.water_dry_17_fisherPclump",2.1250469140499e-06,5.67263147771339,"area.over.water",17,"dry",54829408,"IB005toIB008"
95253,9,54812806,54848873,"area.over.water_dry_17_fisherPclump",1.17813212396084e-06,5.92880600200268,"area.over.water",17,"dry",54830840,"IB005toIB008"
96248,9,54829383,54829383,"area.over.water_dry_17_fisherPclump",7.55233079018847e-06,5.12191899630436,"area.over.water",17,"dry",54829383,"IB005toIB008"
96534,9,54816142,54848550,"area.over.water_dry_17_fisherPclump",3.72995151232959e-06,5.42829681378503,"area.over.water",17,"dry",54832346,"IB005toIB008"
11332,2,125593,125593,"area.over.water_dry.over.wet_17_fisherPclump",4.56403029018028e-06,5.34065148195441,"area.over.water",17,"dry.over.wet",125593,"IB005toIB008"
46899,5,25997283,25998546,"area.over.water_dry.over.wet_17_fisherPclump",2.86977780030461e-06,5.54215172829645,"area.over.water",17,"dry.over.wet",25997914,"IB005toIB008"
277,1,5556254,5862207,"area.over.water_wet_17_fisherPclump",4.80306168526476e-09,8.31848183572246,"area.over.water",17,"wet",5709230,"IB005toIB008"
864,1,5586922,5881074,"area.over.water_wet_17_fisherPclump",9.85536281390964e-08,7.00632738303563,"area.over.water",17,"wet",5733998,"IB005toIB008"
1431,1,5649045,5791738,"area.over.water_wet_17_fisherPclump",2.91650303381689e-07,6.53513756747012,"area.over.water",17,"wet",5720392,"IB005toIB008"
2784,1,25711921,25773876,"area.over.water_wet_17_fisherPclump",7.6749322143942e-08,7.11492545155691,"area.over.water",17,"wet",25742898,"IB005toIB008"
3486,1,40418187,40464991,"area.over.water_wet_17_fisherPclump",9.80428279227924e-08,7.00858417055795,"area.over.water",17,"wet",40441589,"IB005toIB008"
3841,1,5778091,5778091,"area.over.water_wet_17_fisherPclump",7.25236132008977e-09,8.13952056704038,"area.over.water",17,"wet",5778091,"IB005toIB008"
4044,1,25746028,25750645,"area.over.water_wet_17_fisherPclump",1.85979163427285e-08,7.73053571016626,"area.over.water",17,"wet",25748336,"IB005toIB008"
5803,1,14197477,14368970,"area.over.water_wet_17_fisherPclump",8.78071954550778e-09,8.05646989390719,"area.over.water",17,"wet",14283224,"IB005toIB008"
10253,2,2758017,2810612,"area.over.water_wet_17_fisherPclump",2.03043355357236e-07,6.69241121833304,"area.over.water",17,"wet",2784314,"IB005toIB008"
11502,2,13248984,13248984,"area.over.water_wet_17_fisherPclump",2.53351005346919e-09,8.59627736800345,"area.over.water",17,"wet",13248984,"IB005toIB008"
12868,2,3992421,3992444,"area.over.water_wet_17_fisherPclump",1.08327049555436e-08,7.96526308533355,"area.over.water",17,"wet",3992432,"IB005toIB008"
17052,2,5141527,5147243,"area.over.water_wet_17_fisherPclump",9.73789820101906e-08,7.011534769836,"area.over.water",17,"wet",5144385,"IB005toIB008"
34563,4,3309124,3401619,"area.over.water_wet_17_fisherPclump",1.75685999288315e-07,6.75526284678075,"area.over.water",17,"wet",3355372,"IB005toIB008"
34590,4,32785735,32785900,"area.over.water_wet_17_fisherPclump",4.92031734607772e-07,6.30800688560545,"area.over.water",17,"wet",32785818,"IB005toIB008"
34685,4,3940275,4028610,"area.over.water_wet_17_fisherPclump",5.24864583855053e-07,6.27995273101399,"area.over.water",17,"wet",3984442,"IB005toIB008"
34689,4,3140759,3142872,"area.over.water_wet_17_fisherPclump",1.54509465158214e-08,7.81104491080179,"area.over.water",17,"wet",3141816,"IB005toIB008"
34695,4,3143505,3144991,"area.over.water_wet_17_fisherPclump",7.34033569425769e-08,7.13428407811799,"area.over.water",17,"wet",3144248,"IB005toIB008"
34698,4,3382927,3382927,"area.over.water_wet_17_fisherPclump",5.63329068750795e-08,7.24923783784269,"area.over.water",17,"wet",3382927,"IB005toIB008"
34782,4,3462114,3462471,"area.over.water_wet_17_fisherPclump",7.84124371904208e-10,9.10561504733109,"area.over.water",17,"wet",3462292,"IB005toIB008"
34825,4,3950572,4038282,"area.over.water_wet_17_fisherPclump",1.9805697214367e-07,6.70320986464456,"area.over.water",17,"wet",3994427,"IB005toIB008"
35091,4,3140701,3142657,"area.over.water_wet_17_fisherPclump",2.060312515121e-08,7.68606689938884,"area.over.water",17,"wet",3141679,"IB005toIB008"
35233,4,4257411,4290160,"area.over.water_wet_17_fisherPclump",1.33707310451421e-07,6.87384484702435,"area.over.water",17,"wet",4273786,"IB005toIB008"
35280,4,3817036,3829503,"area.over.water_wet_17_fisherPclump",1.83278214836682e-11,10.7368891539057,"area.over.water",17,"wet",3823270,"IB005toIB008"
35328,4,3756393,4255650,"area.over.water_wet_17_fisherPclump",9.65369396323085e-08,7.01530647309417,"area.over.water",17,"wet",4006022,"IB005toIB008"
35343,4,4017335,4094119,"area.over.water_wet_17_fisherPclump",3.70467864572893e-07,6.43124945797872,"area.over.water",17,"wet",4055727,"IB005toIB008"
35408,4,4031680,4031680,"area.over.water_wet_17_fisherPclump",3.87397994758818e-07,6.41184263159686,"area.over.water",17,"wet",4031680,"IB005toIB008"
35541,4,4023352,4209928,"area.over.water_wet_17_fisherPclump",2.35384479783733e-08,7.62822217601464,"area.over.water",17,"wet",4116640,"IB005toIB008"
35607,4,3561978,3641049,"area.over.water_wet_17_fisherPclump",2.51409056522866e-07,6.59961908175323,"area.over.water",17,"wet",3601514,"IB005toIB008"
35648,4,3667554,3760856,"area.over.water_wet_17_fisherPclump",6.6188684931829e-08,7.17921624759473,"area.over.water",17,"wet",3714205,"IB005toIB008"
35687,4,3139845,3140237,"area.over.water_wet_17_fisherPclump",1.18104831017147e-07,6.92773233743155,"area.over.water",17,"wet",3140041,"IB005toIB008"
35719,4,3670818,3761503,"area.over.water_wet_17_fisherPclump",4.54292938833876e-07,6.34266401345902,"area.over.water",17,"wet",3716160,"IB005toIB008"
35755,4,3476133,3754812,"area.over.water_wet_17_fisherPclump",8.37922487629361e-08,7.07679615410458,"area.over.water",17,"wet",3615472,"IB005toIB008"
36084,4,4138743,4554893,"area.over.water_wet_17_fisherPclump",1.44006317507354e-07,6.84161845513808,"area.over.water",17,"wet",4346818,"IB005toIB008"
36184,4,3515122,3670989,"area.over.water_wet_17_fisherPclump",4.13732876308582e-07,6.38327996754514,"area.over.water",17,"wet",3593056,"IB005toIB008"
36374,4,3775716,3776438,"area.over.water_wet_17_fisherPclump",1.71251087579456e-08,7.76636666171433,"area.over.water",17,"wet",3776077,"IB005toIB008"
36500,4,4272670,4274746,"area.over.water_wet_17_fisherPclump",6.9848811935647e-08,7.15584097643857,"area.over.water",17,"wet",4273708,"IB005toIB008"
36751,4,3452617,3510543,"area.over.water_wet_17_fisherPclump",9.56443213571783e-08,7.01934081002198,"area.over.water",17,"wet",3481580,"IB005toIB008"
36910,4,3629127,3825620,"area.over.water_wet_17_fisherPclump",1.0858857502503e-07,6.96421586594975,"area.over.water",17,"wet",3727374,"IB005toIB008"
36957,4,3826248,3826694,"area.over.water_wet_17_fisherPclump",2.02522108516593e-07,6.69352755969546,"area.over.water",17,"wet",3826471,"IB005toIB008"
37705,4,3459284,3540894,"area.over.water_wet_17_fisherPclump",3.00044532372707e-07,6.52281428285222,"area.over.water",17,"wet",3500089,"IB005toIB008"
37846,4,3809298,3821910,"area.over.water_wet_17_fisherPclump",4.65941838557188e-07,6.33166829097117,"area.over.water",17,"wet",3815604,"IB005toIB008"
40521,4,3441302,3458861,"area.over.water_wet_17_fisherPclump",2.15645212121989e-07,6.66626017986481,"area.over.water",17,"wet",3450082,"IB005toIB008"
41456,4,3514956,3514956,"area.over.water_wet_17_fisherPclump",4.07104835309474e-07,6.39029373934069,"area.over.water",17,"wet",3514956,"IB005toIB008"
44690,5,43375801,43708365,"area.over.water_wet_17_fisherPclump",7.89381362424124e-09,8.10271313166727,"area.over.water",17,"wet",43542083,"IB005toIB008"
44802,5,43706745,43976741,"area.over.water_wet_17_fisherPclump",4.92348677822933e-07,6.30772722401845,"area.over.water",17,"wet",43841743,"IB005toIB008"
54990,6,33033168,33290073,"area.over.water_wet_17_fisherPclump",5.05742528782788e-07,6.29607052424154,"area.over.water",17,"wet",33161620,"IB005toIB008"
65265,7,14423087,14515507,"area.over.water_wet_17_fisherPclump",1.21390050811563e-07,6.91581690679209,"area.over.water",17,"wet",14469297,"IB005toIB008"
66468,7,33384488,33458577,"area.over.water_wet_17_fisherPclump",4.94984073026891e-07,6.30540877502162,"area.over.water",17,"wet",33421532,"IB005toIB008"
68550,7,14475814,14475814,"area.over.water_wet_17_fisherPclump",1.61006252872547e-08,7.7931572572892,"area.over.water",17,"wet",14475814,"IB005toIB008"
86591,9,10440664,10521666,"area.over.water_wet_17_fisherPclump",5.69882975231045e-07,6.24421431701047,"area.over.water",17,"wet",10481165,"IB005toIB008"
104,1,36275898,36417324,"area.over.water_dry_18_fisherPclump",6.88935680241331e-06,5.16182132238873,"area.over.water",18,"dry",36346611,"IB005toIB008"
175,1,36243305,36448302,"area.over.water_dry_18_fisherPclump",1.71410939424115e-06,5.76596146491035,"area.over.water",18,"dry",36345804,"IB005toIB008"
277,1,5556254,5862207,"area.over.water_dry_18_fisherPclump",7.87684977965851e-07,6.10364743693356,"area.over.water",18,"dry",5709230,"IB005toIB008"
312,1,36241691,36448327,"area.over.water_dry_18_fisherPclump",1.31686227489371e-06,5.88045964370289,"area.over.water",18,"dry",36345009,"IB005toIB008"
570,1,36254718,36438995,"area.over.water_dry_18_fisherPclump",9.44691772170725e-06,5.02470986713179,"area.over.water",18,"dry",36346856,"IB005toIB008"
580,1,36190139,36215531,"area.over.water_dry_18_fisherPclump",9.13723987321802e-07,6.03918497372591,"area.over.water",18,"dry",36202835,"IB005toIB008"
588,1,36114261,36452985,"area.over.water_dry_18_fisherPclump",3.48604050426785e-08,7.45766757113371,"area.over.water",18,"dry",36283623,"IB005toIB008"
719,1,36101595,36453649,"area.over.water_dry_18_fisherPclump",7.21336918002216e-07,6.14186184006233,"area.over.water",18,"dry",36277622,"IB005toIB008"
881,1,36435924,36443486,"area.over.water_dry_18_fisherPclump",1.11243944668857e-06,5.95372361961421,"area.over.water",18,"dry",36439705,"IB005toIB008"
1000,1,5816711,5961312,"area.over.water_dry_18_fisherPclump",8.82154059709592e-06,5.05445556289645,"area.over.water",18,"dry",5889012,"IB005toIB008"
1176,1,36199870,36211308,"area.over.water_dry_18_fisherPclump",8.9209674305791e-07,6.04958804618668,"area.over.water",18,"dry",36205589,"IB005toIB008"
1375,1,36110014,36423661,"area.over.water_dry_18_fisherPclump",6.6001602933218e-08,7.18044551693392,"area.over.water",18,"dry",36266838,"IB005toIB008"
1713,1,36201238,36201238,"area.over.water_dry_18_fisherPclump",3.40568617390567e-06,5.4677953737605,"area.over.water",18,"dry",36201238,"IB005toIB008"
1853,1,36290327,36454592,"area.over.water_dry_18_fisherPclump",2.45728615821977e-06,5.60954426570172,"area.over.water",18,"dry",36372460,"IB005toIB008"
1941,1,36199555,36199555,"area.over.water_dry_18_fisherPclump",1.55805600066292e-07,6.80741693668797,"area.over.water",18,"dry",36199555,"IB005toIB008"
2097,1,36105131,36108753,"area.over.water_dry_18_fisherPclump",2.15154762853614e-06,5.66724903555332,"area.over.water",18,"dry",36106942,"IB005toIB008"
2953,1,36201031,36201031,"area.over.water_dry_18_fisherPclump",1.50048983345103e-06,5.82376694278566,"area.over.water",18,"dry",36201031,"IB005toIB008"
5803,1,14197477,14368970,"area.over.water_dry_18_fisherPclump",1.03167005021778e-06,5.9864591770128,"area.over.water",18,"dry",14283224,"IB005toIB008"
12868,2,3992421,3992444,"area.over.water_dry_18_fisherPclump",4.07198252233863e-07,6.39019409473519,"area.over.water",18,"dry",3992432,"IB005toIB008"
35280,4,3817036,3829503,"area.over.water_dry_18_fisherPclump",4.05623478023337e-06,5.39187691540824,"area.over.water",18,"dry",3823270,"IB005toIB008"
44690,5,43375801,43708365,"area.over.water_dry_18_fisherPclump",4.51481470612254e-06,5.34536006899606,"area.over.water",18,"dry",43542083,"IB005toIB008"
45449,5,28255893,28258189,"area.over.water_dry_18_fisherPclump",9.37141353820102e-06,5.02819489731498,"area.over.water",18,"dry",28257041,"IB005toIB008"
58682,6,25412314,25512732,"area.over.water_dry_18_fisherPclump",8.19551601618054e-08,7.08642369664815,"area.over.water",18,"dry",25462523,"IB005toIB008"
62907,6,36181861,36181861,"area.over.water_dry_18_fisherPclump",9.33916770535821e-06,5.02969182581233,"area.over.water",18,"dry",36181861,"IB005toIB008"
65408,7,34637331,34669819,"area.over.water_dry_18_fisherPclump",2.5978531920004e-06,5.58538539510503,"area.over.water",18,"dry",34653575,"IB005toIB008"
68550,7,14475814,14475814,"area.over.water_dry_18_fisherPclump",6.54140899599881e-06,5.18432869612834,"area.over.water",18,"dry",14475814,"IB005toIB008"
73340,8,37186489,37434587,"area.over.water_dry_18_fisherPclump",2.73371719452857e-06,5.56324641559425,"area.over.water",18,"dry",37310538,"IB005toIB008"
73518,8,37369957,37370400,"area.over.water_dry_18_fisherPclump",7.14534851044777e-06,5.14597658388167,"area.over.water",18,"dry",37370178,"IB005toIB008"
73585,8,37371403,37521730,"area.over.water_dry_18_fisherPclump",6.78712264314936e-07,6.16831430304637,"area.over.water",18,"dry",37446566,"IB005toIB008"
87901,9,14827392,15027169,"area.over.water_dry_18_fisherPclump",1.48413506171009e-06,5.82852657487482,"area.over.water",18,"dry",14927280,"IB005toIB008"
88006,9,54372202,54389687,"area.over.water_dry_18_fisherPclump",2.22907239211115e-07,6.65187582699581,"area.over.water",18,"dry",54380944,"IB005toIB008"
88099,9,54380413,54388091,"area.over.water_dry_18_fisherPclump",3.88478612018847e-07,6.4106328866131,"area.over.water",18,"dry",54384252,"IB005toIB008"
88426,9,54349196,54389815,"area.over.water_dry_18_fisherPclump",6.39509638215309e-07,6.19415290577144,"area.over.water",18,"dry",54369506,"IB005toIB008"
89087,9,54350008,54388704,"area.over.water_dry_18_fisherPclump",3.97605236550126e-07,6.40054790448134,"area.over.water",18,"dry",54369356,"IB005toIB008"
90284,9,54367155,54382446,"area.over.water_dry_18_fisherPclump",3.54795175533976e-07,6.45002229428906,"area.over.water",18,"dry",54374800,"IB005toIB008"
90616,9,54350395,54381969,"area.over.water_dry_18_fisherPclump",2.70685498354118e-07,6.56753501040417,"area.over.water",18,"dry",54366182,"IB005toIB008"
91191,9,54816815,54842327,"area.over.water_dry_18_fisherPclump",7.21583094686679e-06,5.14171365003692,"area.over.water",18,"dry",54829571,"IB005toIB008"
91198,9,54375569,54375715,"area.over.water_dry_18_fisherPclump",7.67973300426371e-06,5.11465387850893,"area.over.water",18,"dry",54375642,"IB005toIB008"
95253,9,54812806,54848873,"area.over.water_dry_18_fisherPclump",5.88748411317905e-06,5.23007025176419,"area.over.water",18,"dry",54830840,"IB005toIB008"
45052,5,22294581,22762201,"area.over.water_dry.over.wet_18_fisherPclump",2.83189114573252e-06,5.54792344438491,"area.over.water",18,"dry.over.wet",22528391,"IB005toIB008"
45558,5,15766085,16171233,"area.over.water_dry.over.wet_18_fisherPclump",9.39088089942616e-06,5.02729366739139,"area.over.water",18,"dry.over.wet",15968659,"IB005toIB008"
45633,5,17894923,18223599,"area.over.water_dry.over.wet_18_fisherPclump",4.33064879516194e-06,5.3634470350436,"area.over.water",18,"dry.over.wet",18059261,"IB005toIB008"
46133,5,22906675,22909177,"area.over.water_dry.over.wet_18_fisherPclump",7.65096534613706e-06,5.1162837651012,"area.over.water",18,"dry.over.wet",22907926,"IB005toIB008"
46675,5,14904557,15257798,"area.over.water_dry.over.wet_18_fisherPclump",8.53497204235486e-06,5.06879789714689,"area.over.water",18,"dry.over.wet",15081178,"IB005toIB008"
46836,5,15392719,15624051,"area.over.water_dry.over.wet_18_fisherPclump",7.56908914479348e-06,5.12095637983821,"area.over.water",18,"dry.over.wet",15508385,"IB005toIB008"
47888,5,14732514,14960216,"area.over.water_dry.over.wet_18_fisherPclump",6.53882461971117e-06,5.18450031085762,"area.over.water",18,"dry.over.wet",14846365,"IB005toIB008"
48910,5,14654291,14875607,"area.over.water_dry.over.wet_18_fisherPclump",8.06918695998949e-06,5.09317022197909,"area.over.water",18,"dry.over.wet",14764949,"IB005toIB008"
49804,5,16006767,16006767,"area.over.water_dry.over.wet_18_fisherPclump",5.89643357604672e-06,5.22941058947034,"area.over.water",18,"dry.over.wet",16006767,"IB005toIB008"
51554,5,23036814,23133485,"area.over.water_dry.over.wet_18_fisherPclump",9.45941236905372e-06,5.02413584169588,"area.over.water",18,"dry.over.wet",23085150,"IB005toIB008"
53556,5,15941968,15941968,"area.over.water_dry.over.wet_18_fisherPclump",9.03610462587089e-06,5.04401874917981,"area.over.water",18,"dry.over.wet",15941968,"IB005toIB008"
54570,6,5824070,5837798,"area.over.water_dry.over.wet_18_fisherPclump",8.12476473072016e-08,7.09018920605731,"area.over.water",18,"dry.over.wet",5830934,"IB005toIB008"
58725,6,6884849,6884849,"area.over.water_dry.over.wet_18_fisherPclump",4.23682814437792e-06,5.37295915163792,"area.over.water",18,"dry.over.wet",6884849,"IB005toIB008"
277,1,5556254,5862207,"area.over.water_wet_18_fisherPclump",1.01439356492835e-08,7.99379351451456,"area.over.water",18,"wet",5709230,"IB005toIB008"
2784,1,25711921,25773876,"area.over.water_wet_18_fisherPclump",4.64290016676154e-08,7.33321065458296,"area.over.water",18,"wet",25742898,"IB005toIB008"
3841,1,5778091,5778091,"area.over.water_wet_18_fisherPclump",1.62266348408453e-08,7.78977153695655,"area.over.water",18,"wet",5778091,"IB005toIB008"
4044,1,25746028,25750645,"area.over.water_wet_18_fisherPclump",2.71270010201956e-08,7.56659821627793,"area.over.water",18,"wet",25748336,"IB005toIB008"
5803,1,14197477,14368970,"area.over.water_wet_18_fisherPclump",4.29977018799853e-08,7.36655475575792,"area.over.water",18,"wet",14283224,"IB005toIB008"
10250,2,178348,400138,"area.over.water_wet_18_fisherPclump",1.20573225757702e-07,6.91874912002859,"area.over.water",18,"wet",289243,"IB005toIB008"
10253,2,2758017,2810612,"area.over.water_wet_18_fisherPclump",3.02360363399761e-08,7.519475141362,"area.over.water",18,"wet",2784314,"IB005toIB008"
10341,2,2757620,2805421,"area.over.water_wet_18_fisherPclump",1.49162563758772e-07,6.82634016073096,"area.over.water",18,"wet",2781520,"IB005toIB008"
11502,2,13248984,13248984,"area.over.water_wet_18_fisherPclump",5.92380978433842e-10,9.22739889527887,"area.over.water",18,"wet",13248984,"IB005toIB008"
12868,2,3992421,3992444,"area.over.water_wet_18_fisherPclump",1.9170296392517e-07,6.71737117243026,"area.over.water",18,"wet",3992432,"IB005toIB008"
34689,4,3140759,3142872,"area.over.water_wet_18_fisherPclump",4.75364313995084e-08,7.32297342424169,"area.over.water",18,"wet",3141816,"IB005toIB008"
34698,4,3382927,3382927,"area.over.water_wet_18_fisherPclump",6.98221957267917e-08,7.1560064978731,"area.over.water",18,"wet",3382927,"IB005toIB008"
34782,4,3462114,3462471,"area.over.water_wet_18_fisherPclump",2.12270347604281e-09,8.67311066891106,"area.over.water",18,"wet",3462292,"IB005toIB008"
34825,4,3950572,4038282,"area.over.water_wet_18_fisherPclump",1.32981278318387e-07,6.87620949659178,"area.over.water",18,"wet",3994427,"IB005toIB008"
34980,4,4182544,4272771,"area.over.water_wet_18_fisherPclump",1.7648648891007e-07,6.75328853682801,"area.over.water",18,"wet",4227658,"IB005toIB008"
