"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","Experiment","clumpCenter"
7255,2,3605265,3612162,"avg.sv.height_wet_19_fisherPclump",5.45176538440866e-08,7.26346284220807,"avg.sv.height",19,"wet","IB005toIB008",3608714
7256,2,263082,300211,"avg.sv.height_wet_19_fisherPclump",1.70294632031659e-08,7.76879904150171,"avg.sv.height",19,"wet","IB005toIB008",281646
7272,2,2865451,2872647,"avg.sv.height_wet_19_fisherPclump",6.15563488826316e-08,7.2107271475662,"avg.sv.height",19,"wet","IB005toIB008",2869049
7279,2,1366113,1509505,"avg.sv.height_wet_19_fisherPclump",3.26161980349309e-08,7.48656666465326,"avg.sv.height",19,"wet","IB005toIB008",1437809
7287,2,46550668,46738738,"avg.sv.height_wet_19_fisherPclump",2.66876192833935e-08,7.57369016649727,"avg.sv.height",19,"wet","IB005toIB008",46644703
7302,2,2867402,3223798,"avg.sv.height_wet_19_fisherPclump",7.44297576654285e-08,7.12825339501778,"avg.sv.height",19,"wet","IB005toIB008",3045600
7353,2,46548492,46794895,"avg.sv.height_wet_19_fisherPclump",5.18396308860727e-09,8.28533809943516,"avg.sv.height",19,"wet","IB005toIB008",46671694
7394,2,46788220,46794696,"avg.sv.height_wet_19_fisherPclump",1.37825848025871e-08,7.86066932667875,"avg.sv.height",19,"wet","IB005toIB008",46791458
15741,3,31667356,32076989,"avg.sv.height_wet_19_fisherPclump",5.89392023396643e-10,9.22959574601963,"avg.sv.height",19,"wet","IB005toIB008",31872172
15742,3,31667812,32075434,"avg.sv.height_wet_19_fisherPclump",9.00957801543797e-09,8.04529554973775,"avg.sv.height",19,"wet","IB005toIB008",31871623
15743,3,31069537,31562006,"avg.sv.height_wet_19_fisherPclump",1.06429280953387e-08,7.97293887197497,"avg.sv.height",19,"wet","IB005toIB008",31315772
15744,3,11787864,12159745,"avg.sv.height_wet_19_fisherPclump",9.89935440748223e-09,8.00439312726208,"avg.sv.height",19,"wet","IB005toIB008",11973804
15747,3,37234104,37236919,"avg.sv.height_wet_19_fisherPclump",3.47160101081513e-08,7.45947019385222,"avg.sv.height",19,"wet","IB005toIB008",37235512
15748,3,32157143,32414159,"avg.sv.height_wet_19_fisherPclump",1.77928594684446e-09,8.74975425137796,"avg.sv.height",19,"wet","IB005toIB008",32285651
15749,3,31095913,31557853,"avg.sv.height_wet_19_fisherPclump",3.60969582634346e-09,8.4425293926944,"avg.sv.height",19,"wet","IB005toIB008",31326883
15752,3,30970566,31331546,"avg.sv.height_wet_19_fisherPclump",2.75457639472991e-09,8.55994517850955,"avg.sv.height",19,"wet","IB005toIB008",31151056
15753,3,37233069,37236396,"avg.sv.height_wet_19_fisherPclump",3.22399887648361e-08,7.49160511821219,"avg.sv.height",19,"wet","IB005toIB008",37234732
15754,3,32059647,32059647,"avg.sv.height_wet_19_fisherPclump",2.70666334660938e-09,8.56756575819405,"avg.sv.height",19,"wet","IB005toIB008",32059647
15755,3,36026973,36026973,"avg.sv.height_wet_19_fisherPclump",1.36227466341365e-08,7.86573532063252,"avg.sv.height",19,"wet","IB005toIB008",36026973
15757,3,34808407,35202566,"avg.sv.height_wet_19_fisherPclump",9.47364533262254e-09,8.02348287810164,"avg.sv.height",19,"wet","IB005toIB008",35005486
15758,3,35769667,36247872,"avg.sv.height_wet_19_fisherPclump",2.24294575352949e-09,8.64918122986228,"avg.sv.height",19,"wet","IB005toIB008",36008770
15762,3,31871706,31871706,"avg.sv.height_wet_19_fisherPclump",1.22126692926671e-09,8.91318940301839,"avg.sv.height",19,"wet","IB005toIB008",31871706
15763,3,30399463,30860861,"avg.sv.height_wet_19_fisherPclump",8.43343458940095e-09,8.07399551915403,"avg.sv.height",19,"wet","IB005toIB008",30630162
15765,3,35112805,35525119,"avg.sv.height_wet_19_fisherPclump",2.66493771914192e-08,7.57431293618677,"avg.sv.height",19,"wet","IB005toIB008",35318962
15766,3,37053716,37426307,"avg.sv.height_wet_19_fisherPclump",2.00372353515926e-08,7.6981622006878,"avg.sv.height",19,"wet","IB005toIB008",37240012
15770,3,30243014,30368177,"avg.sv.height_wet_19_fisherPclump",2.01543238075562e-08,7.69563176816701,"avg.sv.height",19,"wet","IB005toIB008",30305596
15773,3,32057411,32408671,"avg.sv.height_wet_19_fisherPclump",4.35581030076504e-09,8.36093104239765,"avg.sv.height",19,"wet","IB005toIB008",32233041
15774,3,31096888,31096888,"avg.sv.height_wet_19_fisherPclump",5.50314803499347e-08,7.25938880448558,"avg.sv.height",19,"wet","IB005toIB008",31096888
15777,3,31556868,31556868,"avg.sv.height_wet_19_fisherPclump",4.86884024453403e-08,7.31257447520879,"avg.sv.height",19,"wet","IB005toIB008",31556868
15778,3,36938963,37329121,"avg.sv.height_wet_19_fisherPclump",7.15975512844547e-09,8.1451018307904,"avg.sv.height",19,"wet","IB005toIB008",37134042
15779,3,29590810,30028230,"avg.sv.height_wet_19_fisherPclump",2.68633756539885e-08,7.57083941475794,"avg.sv.height",19,"wet","IB005toIB008",29809520
15781,3,30978330,31339574,"avg.sv.height_wet_19_fisherPclump",6.1245356598219e-08,7.21292683235469,"avg.sv.height",19,"wet","IB005toIB008",31158952
15782,3,35048273,35526347,"avg.sv.height_wet_19_fisherPclump",1.51357545793512e-09,8.8199959228092,"avg.sv.height",19,"wet","IB005toIB008",35287310
15788,3,34813294,35103582,"avg.sv.height_wet_19_fisherPclump",1.61643536401959e-08,7.7914416567257,"avg.sv.height",19,"wet","IB005toIB008",34958438
15799,3,31306759,31573109,"avg.sv.height_wet_19_fisherPclump",6.12658887308595e-08,7.21278126217512,"avg.sv.height",19,"wet","IB005toIB008",31439934
15800,3,29477073,29747244,"avg.sv.height_wet_19_fisherPclump",9.25190899048626e-08,7.03376864796411,"avg.sv.height",19,"wet","IB005toIB008",29612158
15812,3,35725664,35737442,"avg.sv.height_wet_19_fisherPclump",5.16230326495706e-08,7.28715648595474,"avg.sv.height",19,"wet","IB005toIB008",35731553
15820,3,32058934,32059140,"avg.sv.height_wet_19_fisherPclump",8.78023980363139e-09,8.05649362259371,"avg.sv.height",19,"wet","IB005toIB008",32059037
15851,3,31147989,31147989,"avg.sv.height_wet_19_fisherPclump",8.42641529149279e-08,7.07435714070416,"avg.sv.height",19,"wet","IB005toIB008",31147989
28778,5,5897146,5928214,"avg.sv.height_wet_19_fisherPclump",1.41540003120165e-08,7.849120799157,"avg.sv.height",19,"wet","IB005toIB008",5912680
28781,5,5818942,5908513,"avg.sv.height_wet_19_fisherPclump",1.20976205206509e-08,7.91730004260699,"avg.sv.height",19,"wet","IB005toIB008",5863728
28782,5,5894348,5909364,"avg.sv.height_wet_19_fisherPclump",1.36812241202903e-08,7.86387504260838,"avg.sv.height",19,"wet","IB005toIB008",5901856
28788,5,5601779,5612299,"avg.sv.height_wet_19_fisherPclump",1.25676843055017e-09,8.9007447371104,"avg.sv.height",19,"wet","IB005toIB008",5607039
36282,6,7741182,7805516,"avg.sv.height_wet_19_fisherPclump",4.25482008626839e-10,9.37111879919697,"avg.sv.height",19,"wet","IB005toIB008",7773349
36284,6,7727370,7820525,"avg.sv.height_wet_19_fisherPclump",5.17124938291118e-08,7.28640451792109,"avg.sv.height",19,"wet","IB005toIB008",7773948
42922,7,22801533,22933927,"avg.sv.height_wet_19_fisherPclump",3.48030501859339e-08,7.45838269223532,"avg.sv.height",19,"wet","IB005toIB008",22867730
58608,9,53627713,53641195,"avg.sv.height_wet_19_fisherPclump",9.59368926892629e-09,8.01801435205483,"avg.sv.height",19,"wet","IB005toIB008",53634454
7227,2,178348,400138,"avg.sv.height_wet_20_fisherPclump",1.89699679566204e-14,13.7219334027052,"avg.sv.height",20,"wet","IB005toIB008",289243
7228,2,777852,777852,"avg.sv.height_wet_20_fisherPclump",1.3770376927912e-09,8.86105417190925,"avg.sv.height",20,"wet","IB005toIB008",777852
7229,2,779121,779121,"avg.sv.height_wet_20_fisherPclump",7.1407628849005e-10,9.14625538780312,"avg.sv.height",20,"wet","IB005toIB008",779121
7230,2,405722,405722,"avg.sv.height_wet_20_fisherPclump",7.78082412077795e-11,10.1089744014485,"avg.sv.height",20,"wet","IB005toIB008",405722
7231,2,781006,781052,"avg.sv.height_wet_20_fisherPclump",1.42660390131157e-09,8.84569659265533,"avg.sv.height",20,"wet","IB005toIB008",781029
7232,2,143140,428447,"avg.sv.height_wet_20_fisherPclump",3.61915452912306e-08,7.44139287317456,"avg.sv.height",20,"wet","IB005toIB008",285794
7233,2,558691,560740,"avg.sv.height_wet_20_fisherPclump",1.89011386617966e-08,7.72351203182468,"avg.sv.height",20,"wet","IB005toIB008",559716
7245,2,253777,328291,"avg.sv.height_wet_20_fisherPclump",7.64173971414881e-08,7.11680775893157,"avg.sv.height",20,"wet","IB005toIB008",291034
28823,5,35659715,35843481,"avg.sv.height_wet_20_fisherPclump",6.59527312403912e-08,7.18076721470337,"avg.sv.height",20,"wet","IB005toIB008",35751598
36282,6,7741182,7805516,"avg.sv.height_wet_20_fisherPclump",9.82004117451485e-09,8.00788669125306,"avg.sv.height",20,"wet","IB005toIB008",7773349
7227,2,178348,400138,"avg.sv.height_wet_21_fisherPclump",4.03150194359204e-15,14.3945331264907,"avg.sv.height",21,"wet","IB005toIB008",289243
7228,2,777852,777852,"avg.sv.height_wet_21_fisherPclump",2.8621482156959e-09,8.54330788015271,"avg.sv.height",21,"wet","IB005toIB008",777852
7229,2,779121,779121,"avg.sv.height_wet_21_fisherPclump",1.56024833674703e-09,8.80680627171261,"avg.sv.height",21,"wet","IB005toIB008",779121
7230,2,405722,405722,"avg.sv.height_wet_21_fisherPclump",1.72259837295005e-11,10.7638159673249,"avg.sv.height",21,"wet","IB005toIB008",405722
7231,2,781006,781052,"avg.sv.height_wet_21_fisherPclump",7.33381253425338e-10,9.13467019559983,"avg.sv.height",21,"wet","IB005toIB008",781029
7232,2,143140,428447,"avg.sv.height_wet_21_fisherPclump",1.12208270490774e-08,7.94997513152788,"avg.sv.height",21,"wet","IB005toIB008",285794
7233,2,558691,560740,"avg.sv.height_wet_21_fisherPclump",3.94279450091488e-08,7.40419585783534,"avg.sv.height",21,"wet","IB005toIB008",559716
7245,2,253777,328291,"avg.sv.height_wet_21_fisherPclump",1.2816801565356e-08,7.89222033954595,"avg.sv.height",21,"wet","IB005toIB008",291034
28823,5,35659715,35843481,"avg.sv.height_wet_21_fisherPclump",1.04084519716584e-08,7.98261385744038,"avg.sv.height",21,"wet","IB005toIB008",35751598
36282,6,7741182,7805516,"avg.sv.height_wet_21_fisherPclump",4.62097164185933e-08,7.33526669666671,"avg.sv.height",21,"wet","IB005toIB008",7773349
7227,2,178348,400138,"avg.sv.height_wet_22_fisherPclump",2.78508308064958e-13,12.5551618450398,"avg.sv.height",22,"wet","IB005toIB008",289243
7228,2,777852,777852,"avg.sv.height_wet_22_fisherPclump",1.28935067428109e-08,7.88962894828444,"avg.sv.height",22,"wet","IB005toIB008",777852
7229,2,779121,779121,"avg.sv.height_wet_22_fisherPclump",4.37454769927712e-08,7.35906684363885,"avg.sv.height",22,"wet","IB005toIB008",779121
7230,2,405722,405722,"avg.sv.height_wet_22_fisherPclump",5.02206921005392e-10,9.2991173064902,"avg.sv.height",22,"wet","IB005toIB008",405722
7231,2,781006,781052,"avg.sv.height_wet_22_fisherPclump",1.38376547474398e-08,7.85893750934116,"avg.sv.height",22,"wet","IB005toIB008",781029
7232,2,143140,428447,"avg.sv.height_wet_22_fisherPclump",1.76095569928456e-08,7.75425156952861,"avg.sv.height",22,"wet","IB005toIB008",285794
7233,2,558691,560740,"avg.sv.height_wet_22_fisherPclump",7.2433867437915e-08,7.14005832603627,"avg.sv.height",22,"wet","IB005toIB008",559716
7245,2,253777,328291,"avg.sv.height_wet_22_fisherPclump",3.86181034111092e-08,7.41320905884029,"avg.sv.height",22,"wet","IB005toIB008",291034
7256,2,263082,300211,"avg.sv.height_wet_22_fisherPclump",8.50870130949148e-08,7.07013672160311,"avg.sv.height",22,"wet","IB005toIB008",281646
28813,5,27042517,27261940,"avg.sv.height_wet_22_fisherPclump",9.15604834764136e-08,7.03829192274079,"avg.sv.height",22,"wet","IB005toIB008",27152228
36282,6,7741182,7805516,"avg.sv.height_wet_22_fisherPclump",2.72624863305965e-08,7.56443453916833,"avg.sv.height",22,"wet","IB005toIB008",7773349
28780,5,42981386,43394588,"totalSV.nir_median_wet_12_fisherPclump",1.4842536706823e-08,7.82849186835434,"totalSV.nir_median",12,"wet","IB005toIB008",43187987
28856,5,42894920,43331973,"totalSV.nir_median_wet_12_fisherPclump",5.74418587133437e-08,7.24077151556436,"totalSV.nir_median",12,"wet","IB005toIB008",43113446
28780,5,42981386,43394588,"totalSV.nir_median_wet_13_fisherPclump",6.69969989673998e-10,9.17394465044974,"totalSV.nir_median",13,"wet","IB005toIB008",43187987
28786,5,43190520,43190533,"totalSV.nir_median_wet_13_fisherPclump",8.78100131330306e-08,7.05645595789264,"totalSV.nir_median",13,"wet","IB005toIB008",43190526
28792,5,42971055,43385419,"totalSV.nir_median_wet_13_fisherPclump",1.86121858166988e-08,7.73020262029286,"totalSV.nir_median",13,"wet","IB005toIB008",43178237
28794,5,43311911,43743683,"totalSV.nir_median_wet_13_fisherPclump",5.02389823928158e-08,7.29895916595997,"totalSV.nir_median",13,"wet","IB005toIB008",43527797
28856,5,42894920,43331973,"totalSV.nir_median_wet_13_fisherPclump",5.71827393878346e-09,8.24273504323261,"totalSV.nir_median",13,"wet","IB005toIB008",43113446
28937,5,40400361,40707302,"totalSV.nir_median_wet_13_fisherPclump",2.05783650490647e-08,7.686589132896,"totalSV.nir_median",13,"wet","IB005toIB008",40553832
29021,5,41142888,41374381,"totalSV.nir_median_wet_13_fisherPclump",2.93026090037136e-08,7.53309370983456,"totalSV.nir_median",13,"wet","IB005toIB008",41258634
29126,5,40963662,41422931,"totalSV.nir_median_wet_13_fisherPclump",3.84180976099654e-09,8.41546414436631,"totalSV.nir_median",13,"wet","IB005toIB008",41193296
29176,5,40404317,40708233,"totalSV.nir_median_wet_13_fisherPclump",3.39087365185675e-09,8.4696883922696,"totalSV.nir_median",13,"wet","IB005toIB008",40556275
29204,5,41650073,41667102,"totalSV.nir_median_wet_13_fisherPclump",7.51296685370781e-08,7.12418852721023,"totalSV.nir_median",13,"wet","IB005toIB008",41658588
29361,5,41143303,41146706,"totalSV.nir_median_wet_13_fisherPclump",2.92643330678674e-08,7.53366136897831,"totalSV.nir_median",13,"wet","IB005toIB008",41145004
29504,5,41420518,41771095,"totalSV.nir_median_wet_13_fisherPclump",7.33410862862185e-08,7.13465266180633,"totalSV.nir_median",13,"wet","IB005toIB008",41595806
29632,5,40686933,40691822,"totalSV.nir_median_wet_13_fisherPclump",9.50351090565845e-09,8.02211592257746,"totalSV.nir_median",13,"wet","IB005toIB008",40689378
31465,5,41473071,41476272,"totalSV.nir_median_wet_13_fisherPclump",2.1275643249202e-08,7.67211730055685,"totalSV.nir_median",13,"wet","IB005toIB008",41474672
7227,2,178348,400138,"totalSV.nir_median_wet_14_fisherPclump",2.42065741244755e-08,7.61606667045564,"totalSV.nir_median",14,"wet","IB005toIB008",289243
7230,2,405722,405722,"totalSV.nir_median_wet_14_fisherPclump",1.58773211847921e-08,7.79922276971755,"totalSV.nir_median",14,"wet","IB005toIB008",405722
7232,2,143140,428447,"totalSV.nir_median_wet_14_fisherPclump",5.21033532516828e-08,7.28313432560951,"totalSV.nir_median",14,"wet","IB005toIB008",285794
7236,2,396394,514157,"totalSV.nir_median_wet_14_fisherPclump",5.5944612604087e-09,8.25224172913508,"totalSV.nir_median",14,"wet","IB005toIB008",455276
7251,2,2983716,3363635,"totalSV.nir_median_wet_14_fisherPclump",4.543762833431e-08,7.34258434517122,"totalSV.nir_median",14,"wet","IB005toIB008",3173676
7270,2,422451,422451,"totalSV.nir_median_wet_14_fisherPclump",2.12148213422649e-08,7.67336062123393,"totalSV.nir_median",14,"wet","IB005toIB008",422451
7279,2,1366113,1509505,"totalSV.nir_median_wet_14_fisherPclump",3.31054833961422e-10,9.48010006630118,"totalSV.nir_median",14,"wet","IB005toIB008",1437809
7375,2,3363925,3365911,"totalSV.nir_median_wet_14_fisherPclump",1.00139816002609e-08,7.9993932109112,"totalSV.nir_median",14,"wet","IB005toIB008",3364918
7400,2,1368810,1622335,"totalSV.nir_median_wet_14_fisherPclump",5.01771394537092e-09,8.29949410099033,"totalSV.nir_median",14,"wet","IB005toIB008",1495572
7580,2,1368313,1542423,"totalSV.nir_median_wet_14_fisherPclump",5.81903505722059e-08,7.23514902635847,"totalSV.nir_median",14,"wet","IB005toIB008",1455368
7710,2,1536623,1900060,"totalSV.nir_median_wet_14_fisherPclump",2.40355367588857e-08,7.61914617481184,"totalSV.nir_median",14,"wet","IB005toIB008",1718342
28780,5,42981386,43394588,"totalSV.nir_median_wet_14_fisherPclump",4.34853441083973e-09,8.36165708891491,"totalSV.nir_median",14,"wet","IB005toIB008",43187987
28786,5,43190520,43190533,"totalSV.nir_median_wet_14_fisherPclump",9.10299097924745e-08,7.04081588763956,"totalSV.nir_median",14,"wet","IB005toIB008",43190526
28794,5,43311911,43743683,"totalSV.nir_median_wet_14_fisherPclump",4.60123108328192e-08,7.337125955026,"totalSV.nir_median",14,"wet","IB005toIB008",43527797
28856,5,42894920,43331973,"totalSV.nir_median_wet_14_fisherPclump",5.70303050860603e-08,7.24389430513174,"totalSV.nir_median",14,"wet","IB005toIB008",43113446
31042,5,34878798,35084819,"totalSV.nir_median_wet_14_fisherPclump",2.51489109113105e-08,7.59948081758417,"totalSV.nir_median",14,"wet","IB005toIB008",34981808
31112,5,43798051,44047884,"totalSV.nir_median_wet_14_fisherPclump",1.23374113295389e-08,7.90877595563784,"totalSV.nir_median",14,"wet","IB005toIB008",43922968
31587,5,44044829,44297901,"totalSV.nir_median_wet_14_fisherPclump",5.18974222775856e-08,7.28485421283405,"totalSV.nir_median",14,"wet","IB005toIB008",44171365
31963,5,43947837,44212482,"totalSV.nir_median_wet_14_fisherPclump",3.10598911829893e-10,9.50780007013708,"totalSV.nir_median",14,"wet","IB005toIB008",44080160
32736,5,44294380,44395190,"totalSV.nir_median_wet_14_fisherPclump",2.37141419635531e-08,7.62499258457887,"totalSV.nir_median",14,"wet","IB005toIB008",44344785
32882,5,34971782,35232740,"totalSV.nir_median_wet_14_fisherPclump",5.30350700544293e-08,7.27543685314903,"totalSV.nir_median",14,"wet","IB005toIB008",35102261
7227,2,178348,400138,"totalSV.nir_median_wet_15_fisherPclump",1.80821019960121e-08,7.74275108535365,"totalSV.nir_median",15,"wet","IB005toIB008",289243
7230,2,405722,405722,"totalSV.nir_median_wet_15_fisherPclump",5.23752646239859e-08,7.28087376976414,"totalSV.nir_median",15,"wet","IB005toIB008",405722
7232,2,143140,428447,"totalSV.nir_median_wet_15_fisherPclump",6.7976769654549e-09,8.16763947750727,"totalSV.nir_median",15,"wet","IB005toIB008",285794
7236,2,396394,514157,"totalSV.nir_median_wet_15_fisherPclump",9.8202940395188e-09,8.00787550836085,"totalSV.nir_median",15,"wet","IB005toIB008",455276
7256,2,263082,300211,"totalSV.nir_median_wet_15_fisherPclump",1.7357722473457e-08,7.76050725969517,"totalSV.nir_median",15,"wet","IB005toIB008",281646
7261,2,491032,511567,"totalSV.nir_median_wet_15_fisherPclump",9.13886559059244e-09,8.03910770999069,"totalSV.nir_median",15,"wet","IB005toIB008",501300
7262,2,284094,290153,"totalSV.nir_median_wet_15_fisherPclump",4.98089999735873e-08,7.30269217760736,"totalSV.nir_median",15,"wet","IB005toIB008",287124
7270,2,422451,422451,"totalSV.nir_median_wet_15_fisherPclump",2.99637077288502e-08,7.52340444776331,"totalSV.nir_median",15,"wet","IB005toIB008",422451
7390,2,427153,427153,"totalSV.nir_median_wet_15_fisherPclump",3.62955964799565e-09,8.44014606202897,"totalSV.nir_median",15,"wet","IB005toIB008",427153
28780,5,42981386,43394588,"totalSV.nir_median_wet_15_fisherPclump",7.28386769904448e-08,7.13763795113861,"totalSV.nir_median",15,"wet","IB005toIB008",43187987
29176,5,40404317,40708233,"totalSV.nir_median_wet_15_fisherPclump",5.20929318630135e-08,7.28322119917901,"totalSV.nir_median",15,"wet","IB005toIB008",40556275
31963,5,43947837,44212482,"totalSV.nir_median_wet_15_fisherPclump",1.50043966026636e-08,7.82378146491109,"totalSV.nir_median",15,"wet","IB005toIB008",44080160
42957,7,27736764,27924907,"totalSV.nir_median_wet_15_fisherPclump",7.93256530985258e-08,7.10058634360929,"totalSV.nir_median",15,"wet","IB005toIB008",27830836
50500,8,33712493,33712493,"totalSV.nir_median_wet_15_fisherPclump",2.69399821534832e-08,7.56960269631334,"totalSV.nir_median",15,"wet","IB005toIB008",33712493
51947,8,33708822,33714489,"totalSV.nir_median_wet_15_fisherPclump",9.65637471249719e-08,7.01518588992683,"totalSV.nir_median",15,"wet","IB005toIB008",33711656
1232,1,7190820,7475473,"totalSV.nir_median_wet_16_fisherPclump",6.2428738353711e-08,7.20461544180358,"totalSV.nir_median",16,"wet","IB005toIB008",7333146
2065,1,6923763,7085992,"totalSV.nir_median_wet_16_fisherPclump",5.05482041423373e-08,7.29629426925058,"totalSV.nir_median",16,"wet","IB005toIB008",7004878
7227,2,178348,400138,"totalSV.nir_median_wet_16_fisherPclump",7.46217550935737e-08,7.12713454062767,"totalSV.nir_median",16,"wet","IB005toIB008",289243
7230,2,405722,405722,"totalSV.nir_median_wet_16_fisherPclump",3.69773806887897e-09,8.43206385555363,"totalSV.nir_median",16,"wet","IB005toIB008",405722
7232,2,143140,428447,"totalSV.nir_median_wet_16_fisherPclump",1.21956082428929e-09,8.91379653483818,"totalSV.nir_median",16,"wet","IB005toIB008",285794
7236,2,396394,514157,"totalSV.nir_median_wet_16_fisherPclump",9.84887193129572e-10,9.00661350981399,"totalSV.nir_median",16,"wet","IB005toIB008",455276
7244,2,143604,280883,"totalSV.nir_median_wet_16_fisherPclump",1.79074049008499e-08,7.74696734652957,"totalSV.nir_median",16,"wet","IB005toIB008",212244
7256,2,263082,300211,"totalSV.nir_median_wet_16_fisherPclump",3.37098555006425e-09,8.4722431091049,"totalSV.nir_median",16,"wet","IB005toIB008",281646
7259,2,189298,189336,"totalSV.nir_median_wet_16_fisherPclump",6.48385962607748e-08,7.18816639608754,"totalSV.nir_median",16,"wet","IB005toIB008",189317
7261,2,491032,511567,"totalSV.nir_median_wet_16_fisherPclump",2.63155422821117e-08,7.57978767608554,"totalSV.nir_median",16,"wet","IB005toIB008",501300
7262,2,284094,290153,"totalSV.nir_median_wet_16_fisherPclump",2.47358144183688e-08,7.60667378606468,"totalSV.nir_median",16,"wet","IB005toIB008",287124
7270,2,422451,422451,"totalSV.nir_median_wet_16_fisherPclump",5.32869612232076e-10,9.27337904541159,"totalSV.nir_median",16,"wet","IB005toIB008",422451
7313,2,181295,181295,"totalSV.nir_median_wet_16_fisherPclump",9.44618110576626e-08,7.024743732221,"totalSV.nir_median",16,"wet","IB005toIB008",181295
7390,2,427153,427153,"totalSV.nir_median_wet_16_fisherPclump",3.2808630218444e-08,7.48401190131129,"totalSV.nir_median",16,"wet","IB005toIB008",427153
10257,2,4505650,4505650,"totalSV.nir_median_wet_16_fisherPclump",7.80545230351693e-08,7.10760192575594,"totalSV.nir_median",16,"wet","IB005toIB008",4505650
28780,5,42981386,43394588,"totalSV.nir_median_wet_16_fisherPclump",2.83657676027179e-08,7.54720545954811,"totalSV.nir_median",16,"wet","IB005toIB008",43187987
44793,7,16099996,16104348,"totalSV.nir_median_wet_16_fisherPclump",4.13559979670344e-09,8.38346149469475,"totalSV.nir_median",16,"wet","IB005toIB008",16102172
45052,7,16937795,17174733,"totalSV.nir_median_wet_16_fisherPclump",1.1866834207054e-08,7.92566512517218,"totalSV.nir_median",16,"wet","IB005toIB008",17056264
46744,7,17160512,17175064,"totalSV.nir_median_wet_16_fisherPclump",1.6849167731161e-08,7.77342154634701,"totalSV.nir_median",16,"wet","IB005toIB008",17167788
47479,7,17160239,17175656,"totalSV.nir_median_wet_16_fisherPclump",1.13205081810199e-08,7.94613407710013,"totalSV.nir_median",16,"wet","IB005toIB008",17167948
51481,8,33708840,33716159,"totalSV.nir_median_wet_16_fisherPclump",1.69476493453219e-09,8.77089053033114,"totalSV.nir_median",16,"wet","IB005toIB008",33712500
51947,8,33708822,33714489,"totalSV.nir_median_wet_16_fisherPclump",2.79237507405911e-09,8.55402624734768,"totalSV.nir_median",16,"wet","IB005toIB008",33711656
52226,8,34872451,35301450,"totalSV.nir_median_wet_16_fisherPclump",6.32110959224477e-08,7.19920668002589,"totalSV.nir_median",16,"wet","IB005toIB008",35086950
53087,8,35208790,35386167,"totalSV.nir_median_wet_16_fisherPclump",5.05067454542637e-08,7.2966506155857,"totalSV.nir_median",16,"wet","IB005toIB008",35297478
53464,8,34827317,34978593,"totalSV.nir_median_wet_16_fisherPclump",2.15768505854154e-08,7.6660119458066,"totalSV.nir_median",16,"wet","IB005toIB008",34902955
7322,2,4196207,4387099,"totalSV.nir_median_dry_17_fisherPclump",9.00573603557552e-08,7.04548078666167,"totalSV.nir_median",17,"dry","IB005toIB008",4291653
7604,2,4195494,4388970,"totalSV.nir_median_dry_17_fisherPclump",2.17047946015149e-08,7.66344431965485,"totalSV.nir_median",17,"dry","IB005toIB008",4292232
7924,2,4192872,4382912,"totalSV.nir_median_dry_17_fisherPclump",5.78253196662199e-08,7.23788195771183,"totalSV.nir_median",17,"dry","IB005toIB008",4287892
29728,5,36242827,36512160,"totalSV.nir_median_dry_17_fisherPclump",5.65131538555156e-10,9.24785045515429,"totalSV.nir_median",17,"dry","IB005toIB008",36377494
7251,2,2983716,3363635,"totalSV.nir_median_wet_17_fisherPclump",2.66517783508996e-10,9.57427380719219,"totalSV.nir_median",17,"wet","IB005toIB008",3173676
7264,2,3172106,3190818,"totalSV.nir_median_wet_17_fisherPclump",2.99130151087022e-08,7.52413980966757,"totalSV.nir_median",17,"wet","IB005toIB008",3181462
7286,2,3100470,3176551,"totalSV.nir_median_wet_17_fisherPclump",4.74263586802529e-09,8.32398021850184,"totalSV.nir_median",17,"wet","IB005toIB008",3138510
7329,2,3012080,3292727,"totalSV.nir_median_wet_17_fisherPclump",4.83958096145721e-08,7.3151922404228,"totalSV.nir_median",17,"wet","IB005toIB008",3152404
7334,2,3163084,3307812,"totalSV.nir_median_wet_17_fisherPclump",5.93402305001537e-08,7.22665077105001,"totalSV.nir_median",17,"wet","IB005toIB008",3235448
7375,2,3363925,3365911,"totalSV.nir_median_wet_17_fisherPclump",1.98187006635214e-11,10.7029248217559,"totalSV.nir_median",17,"wet","IB005toIB008",3364918
7387,2,3180279,3365453,"totalSV.nir_median_wet_17_fisherPclump",6.72857833520334e-08,7.17207668709823,"totalSV.nir_median",17,"wet","IB005toIB008",3272866
7897,2,3366199,3436655,"totalSV.nir_median_wet_17_fisherPclump",2.1019651122145e-08,7.6773744965373,"totalSV.nir_median",17,"wet","IB005toIB008",3401427
28780,5,42981386,43394588,"totalSV.nir_median_wet_17_fisherPclump",5.57059570948883e-08,7.25409835967184,"totalSV.nir_median",17,"wet","IB005toIB008",43187987
43549,7,16049724,16050010,"totalSV.nir_median_wet_17_fisherPclump",1.85473526665901e-08,7.73171807011038,"totalSV.nir_median",17,"wet","IB005toIB008",16049867
7232,2,143140,428447,"totalSV.nir_median_wet_18_fisherPclump",2.43094920740637e-08,7.61422411527167,"totalSV.nir_median",18,"wet","IB005toIB008",285794
7236,2,396394,514157,"totalSV.nir_median_wet_18_fisherPclump",2.0898983222793e-08,7.67987484266751,"totalSV.nir_median",18,"wet","IB005toIB008",455276
